timewindow,avg_travel_time,link_id,precipitation,pressure,rel_humidity,sea_pressure,temperature,wind_direction,wind_speed,length,width,lanes,in_top,out_top,lane_width,working_day,day_before_holiday,weekends,holidays,day_after_holiday
2016-07-19 00:40:00,13.42,102,-0.16382565039349237,-0.812353603386504,0.49138548267486,-0.7991561260790798,0.14124547531153556,-0.0989421760987289,0.7147876515745634,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 01:20:00,11.62,102,-0.16382565039349237,-0.812353603386504,0.49138548267486,-0.7991561260790798,0.14124547531153556,-0.0989421760987289,0.7147876515745634,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 01:40:00,9.9,102,-0.16382565039349237,-0.812353603386504,0.49138548267486,-0.7991561260790798,0.14124547531153556,-0.0989421760987289,0.7147876515745634,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 04:40:00,8.29,102,-0.16382565039349237,-0.8849749692943346,-0.493083481703988,-0.8884776090486667,0.9409947739503804,-0.09901337475656229,1.11321354713829,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 06:00:00,8.62,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 06:20:00,10.11,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 06:40:00,11.61,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 07:00:00,5.81,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 07:20:00,7.7,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 07:40:00,16.42,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 08:00:00,11.2775,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 08:20:00,11.74,102,-0.16382565039349237,-1.0302177011099958,-0.554612791977666,-1.0313919817999977,0.9600364239179723,-0.0987387513620621,-0.4008048560038714,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 09:00:00,12.536666666666667,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 09:20:00,9.15,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 09:40:00,7.99,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 10:00:00,10.1575,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 10:20:00,10.38,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 10:40:00,18.28,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 11:00:00,3.59,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 11:20:00,12.42,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 11:40:00,10.12,102,-0.16382565039349237,-1.2117711158795827,-0.246966240609276,-1.2100349477391716,0.9029114740151974,-0.09895234733556224,-0.32111967689112597,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 12:20:00,12.34,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 12:40:00,10.7,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 13:00:00,8.84,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 13:20:00,14.813333333333333,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 13:40:00,7.07,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 14:00:00,11.19,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 14:20:00,9.87857142857143,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 14:40:00,8.09,102,-0.16382565039349237,-0.9394409937252024,0.245268241580148,-0.9420704988304108,0.6172867245013243,-0.09898286104606227,-1.3570270053568154,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 15:00:00,9.116666666666667,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 15:20:00,10.337999999999996,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 16:00:00,10.411666666666667,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 16:20:00,9.72875,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 16:40:00,9.67,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
2016-07-19 17:00:00,9.836666666666668,102,-0.16382565039349237,-0.7941982619095411,0.429856172401182,-0.7991561260790798,0.42687022482540876,-0.09911508712489568,-0.7195455724548527,131,9,3,1,1,3,1,0,0,0,0
