timewindow,avg_travel_time,link_id,precipitation,pressure,rel_humidity,sea_pressure,temperature,wind_direction,wind_speed,length,width,lanes,in_top,out_top,lane_width,working_day,day_before_holiday,weekends,holidays,day_after_holiday
2016-07-19 00:20:00,4.95,108,-0.15101485319651847,-0.7211938972668596,0.5416392105114967,-0.7075826049816031,0.06928625185555924,-0.08542012270614237,0.7440218308052331,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 01:20:00,7.293333333333334,108,-0.15101485319651847,-0.7211938972668596,0.5416392105114967,-0.7075826049816031,0.06928625185555924,-0.08542012270614237,0.7440218308052331,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 01:40:00,4.073333333333333,108,-0.15101485319651847,-0.7211938972668596,0.5416392105114967,-0.7075826049816031,0.06928625185555924,-0.08542012270614237,0.7440218308052331,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 02:20:00,3.223333333333333,108,-0.15101485319651847,-0.7211938972668596,0.5416392105114967,-0.7075826049816031,0.06928625185555924,-0.08542012270614237,0.7440218308052331,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 02:40:00,3.893333333333333,108,-0.15101485319651847,-0.7211938972668596,0.5416392105114967,-0.7075826049816031,0.06928625185555924,-0.08542012270614237,0.7440218308052331,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 03:00:00,2.75,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 03:20:00,5.055,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 03:40:00,4.83,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 04:00:00,4.65,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 04:20:00,5.9766666666666675,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 04:40:00,4.130000000000001,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 05:00:00,4.982000000000001,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 05:20:00,4.478571428571429,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 05:40:00,4.734285714285714,108,-0.15101485319651847,-0.794623983552424,-0.4536985362400634,-0.7979111103763957,0.8813271665573521,-0.08550230582388278,1.1485146451702921,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 06:00:00,4.6,108,-0.15101485319651847,-0.9414841561235531,-0.515907145412036,-0.9424367190080559,0.9006614740502522,-0.08518531379831261,-0.3885580494169321,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 06:20:00,4.4060000000000015,108,-0.15101485319651847,-0.9414841561235531,-0.515907145412036,-0.9424367190080559,0.9006614740502522,-0.08518531379831261,-0.3885580494169321,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 06:40:00,4.5699999999999985,108,-0.15101485319651847,-0.9414841561235531,-0.515907145412036,-0.9424367190080559,0.9006614740502522,-0.08518531379831261,-0.3885580494169321,40,9,3,1,2,3,1,0,0,0,0
2016-07-19 07:00:00,5.842307692307692,108,-0.15101485319651847,-0.9414841561235531,-0.515907145412036,-0.9424367190080559,0.9006614740502522,-0.08518531379831261,-0.3885580494169321,40,9,3,1,2,3,1,0,0,0,0
