timewindow,avg_travel_time,link_id,precipitation,pressure,rel_humidity,sea_pressure,temperature,wind_direction,wind_speed,length,width,lanes,in_top,out_top,lane_width,working_day,day_before_holiday,weekends,holidays,day_after_holiday
2016-07-19 00:00:00,32.85,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 00:20:00,104.79,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 00:40:00,26.54,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 01:20:00,33.57,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 01:40:00,35.22,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 02:00:00,18.81,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 02:20:00,27.11,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 02:40:00,22.045,122,0.0000,1000.9000,81.0000,1005.8000,27.5000,219.0000,3.3000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 03:00:00,39.09,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 03:40:00,36.49,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 04:00:00,45.17,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 04:20:00,23.15,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 04:40:00,28.264,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 05:00:00,24.66,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 05:20:00,56.36,122,0.0000,1000.5000,65.0000,1005.3000,31.7000,212.0000,3.8000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 06:00:00,40.085,122,0.0000,999.7000,64.0000,1004.5000,31.8000,239.0000,1.9000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 06:20:00,36.301249999999996,122,0.0000,999.7000,64.0000,1004.5000,31.8000,239.0000,1.9000,197,3,1,2,0,3,1,0,0,0,0
2016-07-19 06:40:00,49.768,122,0.0000,999.7000,64.0000,1004.5000,31.8000,239.0000,1.9000,197,3,1,2,0,3,1,0,0,0,0
